track_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Artist
Father Time (feat. Sampha),2,2022,5,13,3107,0,127309180.0,4,0,22.0,0,0.0,153,A#,Minor,55,50,78,19,0,11,35,Sampha
Feliz Cumpleaï¿½ï¿½os Fe,1,2022,8,19,3430,38,601863821.0,45,69,52.0,4,3.0,95,F,Major,87,57,55,10,0,29,7,Feid
Feliz Navidad,1,1970,11,1,3788,0,520034544.0,21,3,10.0,0,0.0,148,D,Major,50,96,82,47,0,34,4,Josï¿½ï¿½ Felic
Ferrari,2,2022,3,14,7758,28,462791599.0,173,79,175.0,0,168.0,125,C#,Minor,84,70,69,1,0,5,5,James Hype
Ferrari,2,2022,3,14,7758,28,462791599.0,173,79,175.0,0,168.0,125,C#,Minor,84,70,69,1,0,5,5,Miggy Dela Rosa
Ferxxo 100,1,2022,6,3,1647,30,278920007.0,20,49,23.0,2,2.0,164,G#,Minor,70,58,57,25,0,15,7,Feid
Fim de Semana no Rio,1,2022,3,30,315,2,139193812.0,27,2,31.0,0,0.0,119,C#,Minor,87,28,50,12,0,10,10,teto
Fin de Semana,2,2023,1,13,592,14,307370144.0,11,84,6.0,1,30.0,98,C#,Major,70,37,54,6,0,9,8,Oscar Maydon
Fin de Semana,2,2023,1,13,592,14,307370144.0,11,84,6.0,1,30.0,98,C#,Major,70,37,54,6,0,9,8,Junior H
Fingers Crossed,3,2022,1,5,2235,0,349585590.0,65,7,70.0,16,6.0,109,F,Major,60,45,47,62,0,31,5,Lauren Spencer Smith
Fingers Crossed,3,2022,1,5,2235,0,349585590.0,65,7,70.0,16,6.0,109,F,Major,60,45,47,62,0,31,5,Lauren Spencer Smith
Fingers Crossed,3,2022,1,5,2235,0,349585590.0,65,7,70.0,16,6.0,109,F,Major,60,45,47,62,0,31,5,Lauren Spencer Smith
First Class,1,2022,4,8,8737,0,694525298.0,163,32,137.0,15,12.0,107,G#,Major,91,32,56,3,0,11,10,Jack Harlow
Flowers,1,2021,8,9,801,0,184826429.0,42,9,24.0,1,1.0,138,D#,Major,70,31,44,84,0,9,39,Lauren Spencer Smith
Flowers,1,2023,1,12,12211,115,1316855716.0,300,215,745.0,58,2.0,118,C#,Major,71,65,68,6,0,3,7,Miley Cyrus
For Youth,1,2022,6,10,327,0,114546317.0,5,40,12.0,0,0.0,117,D,Major,63,29,51,43,0,25,4,BTS
Forever,1,2019,10,4,3618,0,282883169.0,21,86,138.0,0,2.0,80,E,Minor,56,19,46,92,72,11,3,Labrinth
Forget Me,1,2022,9,9,2520,4,239411309.0,93,95,84.0,9,202.0,102,C#,Minor,67,72,74,30,0,36,4,Lewis Capaldi
Forgot About Dre,2,1999,1,1,19067,0,675039469.0,78,15,36.0,0,3.0,134,G#,Major,93,61,74,9,0,17,8,Eminem
Forgot About Dre,2,1999,1,1,19067,0,675039469.0,78,15,36.0,0,3.0,134,G#,Major,93,61,74,9,0,17,8,Dr. Dre
Formula,1,2019,10,4,3444,7,554875730.0,24,85,102.0,0,1.0,145,B,Major,57,23,66,4,6,15,4,Labrinth
Freaks,1,2015,5,10,3006,3,824420218.0,23,21,121.0,0,13.0,180,A,Major,35,41,94,0,63,5,5,Surf Curse
Freaky Deaky,2,2022,2,25,1729,0,153240879.0,26,1,19.0,0,0.0,104,D,Minor,80,24,65,2,0,9,4,Tyga
Freaky Deaky,2,2022,2,25,1729,0,153240879.0,26,1,19.0,0,0.0,104,D,Minor,80,24,65,2,0,9,4,Doja Cat
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4,2021,1,15,12043,0,863756573.0,209,54,710.0,0,18.0,123,D,Major,82,80,86,1,0,30,13,Riton
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4,2021,1,15,12043,0,863756573.0,209,54,710.0,0,18.0,123,D,Major,82,80,86,1,0,30,13,Nightcrawlers
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4,2021,1,15,12043,0,863756573.0,209,54,710.0,0,18.0,123,D,Major,82,80,86,1,0,30,13,Mufasa & Hypeman
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4,2021,1,15,12043,0,863756573.0,209,54,710.0,0,18.0,123,D,Major,82,80,86,1,0,30,13,Dopamine
Frï¿½ï¿½gil (feat. Grupo Front,2,2023,4,7,672,34,188933502.0,19,108,24.0,9,212.0,150,F#,Major,61,39,73,37,0,11,3,Yahritza Y Su Esencia
Frï¿½ï¿½gil (feat. Grupo Front,2,2023,4,7,672,34,188933502.0,19,108,24.0,9,212.0,150,F#,Major,61,39,73,37,0,11,3,Grupo Frontera
Fuera del mercado,1,2022,2,17,2499,21,421365166.0,68,24,43.0,1,0.0,92,G#,Major,45,27,67,32,0,13,14,Danny Ocean
GATï¿½ï¿½,2,2022,8,25,3328,13,322336177.0,39,50,57.0,3,1.0,93,B,Minor,63,34,86,26,0,21,39,Maldy
GATï¿½ï¿½,2,2022,8,25,3328,13,322336177.0,39,50,57.0,3,1.0,93,B,Minor,63,34,86,26,0,21,39,Karol G
GIVENCHY,1,2022,7,20,625,4,185236961.0,13,18,12.0,0,0.0,103,G#,Major,61,38,62,14,0,23,40,Duki
Gangsta's Paradise,2,1995,7,11,10624,17,1357608774.0,21,0,386.0,0,2.0,80,G#,Major,63,40,61,9,0,56,6,Coolio
Gangsta's Paradise,2,1995,7,11,10624,17,1357608774.0,21,0,386.0,0,2.0,80,G#,Major,63,40,61,9,0,56,6,L.V.
Gasolina,1,2004,7,13,6457,18,657723613.0,98,95,453.0,0,454.0,96,C#,Major,86,74,80,33,0,8,6,Daddy Yankee
Gasoline,1,2022,1,7,2297,0,116903579.0,11,29,14.0,0,0.0,123,F#,Minor,74,35,73,0,0,21,5,The Weeknd
Gatita,1,2022,10,3,1054,0,168684524.0,9,0,15.0,0,1.0,101,G,Major,90,76,81,15,24,33,6,Bellakath
Gato de Noche,2,2022,12,22,2651,30,304118600.0,21,55,32.0,3,0.0,94,G#,Major,89,61,66,17,0,36,16,Nengo Flow
Gato de Noche,2,2022,12,22,2651,30,304118600.0,21,55,32.0,3,0.0,94,G#,Major,89,61,66,17,0,36,16,Bad Bunny
Get Into It (Yuh),1,2021,6,25,4999,0,516784627.0,43,19,73.0,12,0.0,92,G#,Minor,91,79,66,32,0,9,16,Doja Cat
Get Lucky - Radio Edit,3,2013,1,1,52898,0,933815613.0,203,1,36.0,0,0.0,116,F#,Minor,79,87,81,4,0,10,4,Pharrell Williams
Get Lucky - Radio Edit,3,2013,1,1,52898,0,933815613.0,203,1,36.0,0,0.0,116,F#,Minor,79,87,81,4,0,10,4,Nile Rodgers
Get Lucky - Radio Edit,3,2013,1,1,52898,0,933815613.0,203,1,36.0,0,0.0,116,F#,Minor,79,87,81,4,0,10,4,Daft Punk
Ghost,1,2021,3,19,5866,24,1167330737.0,107,38,95.0,0,2.0,154,D,Major,61,41,74,21,0,40,6,Justin Bieber
Ghost in the Machine (feat. Phoebe Bridgers),2,2022,12,9,1634,0,110073250.0,16,20,4.0,0,0.0,125,F#,Major,62,59,43,84,3,11,5,SZA
Ghost in the Machine (feat. Phoebe Bridgers),2,2022,12,9,1634,0,110073250.0,16,20,4.0,0,0.0,125,F#,Major,62,59,43,84,3,11,5,Phoebe Bridgers
Ginseng Strip 2002,1,2013,8,16,4310,0,240769997.0,13,0,113.0,1,3.0,115,C#,Major,60,37,71,8,0,48,4,Yung Lean
Glimpse of Us,1,2022,6,10,6330,6,988515741.0,109,42,158.0,3,31.0,170,G#,Major,44,27,32,89,0,14,5,Joji
"Gol Bolinha, Gol Quadrado 2",2,2023,6,1,293,8,11956641.0,5,2,30.0,2,66.0,133,B,Minor,93,68,65,42,0,12,25,Mc Pedrinho
"Gol Bolinha, Gol Quadrado 2",2,2023,6,1,293,8,11956641.0,5,2,30.0,2,66.0,133,B,Minor,93,68,65,42,0,12,25,DJ 900
Golden,1,2019,12,13,8429,1,807015863.0,85,24,200.0,0,2.0,140,E,Minor,45,25,84,21,0,13,6,Harry Styles
Gone Girl,1,2022,12,9,892,0,65362788.0,3,17,2.0,0,0.0,150,F,Major,43,42,44,57,0,15,6,SZA
Good Days,1,2020,12,24,10426,2,826623384.0,133,109,182.0,1,10.0,121,C#,Minor,46,53,78,23,0,72,6,SZA
Good Looking,1,2017,10,20,2264,0,184706613.0,11,6,25.0,0,1.0,150,E,Major,37,27,56,8,0,13,3,Suki Waterhouse
Gospel (with Eminem),2,2022,2,4,1040,0,64787943.0,8,0,29.0,0,0.0,117,C#,Major,92,62,86,11,0,24,24,Eminem
Gospel (with Eminem),2,2022,2,4,1040,0,64787943.0,8,0,29.0,0,0.0,117,C#,Major,92,62,86,11,0,24,24,Dr. Dre
Grapejuice,1,2022,5,20,1986,0,199587884.0,7,1,15.0,0,0.0,183,F,Major,65,88,72,36,14,20,3,Harry Styles
HAPPY,1,2023,3,25,660,0,52722996.0,22,7,11.0,0,78.0,106,G,Major,73,22,86,31,0,12,4,NF
HEARTBREAK ANNIVERSARY,1,2020,2,21,5398,4,951637566.0,111,127,210.0,0,37.0,129,C#,Major,61,59,46,56,0,13,5,Giveon
HUMBLE.,1,2017,3,30,33206,1,1929770265.0,284,114,36.0,0,5.0,150,C#,Minor,91,42,60,0,0,9,12,Kendrick Lamar
Haegeum,1,2023,4,21,244,12,118810253.0,6,84,10.0,2,9.0,85,G,Major,70,83,84,31,0,47,30,Agust D
Happier Than Ever,1,2021,7,30,8476,0,1056760045.0,138,133,283.0,0,2.0,65,C#,Major,31,31,24,76,0,14,4,Billie Eilish
Happier Than Ever - Edit,1,2021,7,28,1959,0,412795151.0,19,0,38.0,0,0.0,81,C#,Major,45,12,57,7,0,23,3,Billie Eilish
Happy Xmas (War Is Over),4,1971,12,1,10829,0,460492795.0,130,1,390.0,0,0.0,147,D,Major,33,39,61,32,0,77,3,John Lennon
Happy Xmas (War Is Over),4,1971,12,1,10829,0,460492795.0,130,1,390.0,0,0.0,147,D,Major,33,39,61,32,0,77,3,The Harlem Community Choir
Happy Xmas (War Is Over),4,1971,12,1,10829,0,460492795.0,130,1,390.0,0,0.0,147,D,Major,33,39,61,32,0,77,3,The Plastic Ono Band
Happy Xmas (War Is Over),4,1971,12,1,10829,0,460492795.0,130,1,390.0,0,0.0,147,D,Major,33,39,61,32,0,77,3,Yoko Ono
Hati-Hati di Jalan,1,2022,3,3,200,2,202677468.0,12,4,0.0,0,0.0,72,F#,Major,64,76,44,70,9,12,4,Tulus
Have You Ever Seen The Rain?,1,1968,7,1,15890,14,1145727611.0,71,37,653.0,0,167.0,116,C#,Major,74,76,70,7,0,13,3,Creedence Clearwater Revival
Heart To Heart,1,2019,5,10,1640,0,244658767.0,27,27,29.0,1,1.0,150,G#,Minor,90,64,14,67,35,11,10,Mac DeMarco
Heartless,1,2008,1,1,17504,34,887906111.0,63,39,36.0,0,2.0,88,A#,Minor,79,66,65,5,0,25,14,Kanye West
Heat Waves,1,2020,6,28,22543,63,2557975762.0,386,144,707.0,28,2.0,81,B,Major,76,53,53,44,0,9,9,Glass Animals
Heather,1,2020,3,20,6170,7,1301799902.0,82,1,231.0,0,2.0,92,F,Major,47,25,43,62,0,32,3,Conan Gray
Heaven,1,2023,2,17,1553,2,144584800.0,61,6,48.0,0,150.0,92,F,Major,57,68,76,7,0,33,3,Niall Horan
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",3,2022,1,7,1420,0,88103848.0,7,18,7.0,0,0.0,135,C#,Major,41,27,64,36,0,60,3,The Weeknd
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",3,2022,1,7,1420,0,88103848.0,7,18,7.0,0,0.0,135,C#,Major,41,27,64,36,0,60,3,Tyler
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",3,2022,1,7,1420,0,88103848.0,7,18,7.0,0,0.0,135,C#,Major,41,27,64,36,0,60,3,The Creator
Here With Me,1,2022,7,17,3246,23,635412045.0,94,85,68.0,1,84.0,132,E,Major,58,27,48,50,0,12,3,d4vd
Hey Mor,2,2022,10,6,4637,38,674072710.0,63,79,89.0,11,16.0,98,C#,Minor,90,40,59,0,0,10,29,Ozuna
Hey Mor,2,2022,10,6,4637,38,674072710.0,63,79,89.0,11,16.0,98,C#,Minor,90,40,59,0,0,10,29,Feid
"Hey, Mickey!",1,2016,9,27,482,0,122763672.0,9,1,12.0,4,3.0,135,D,Major,92,73,51,55,0,15,6,Baby Tate
Hits Different,1,2023,5,26,547,0,68616963.0,15,15,6.0,0,0.0,106,F,Major,67,24,78,15,0,30,4,Taylor Swift
Hold Me Closer,2,2017,11,10,4967,0,284216603.0,165,10,177.0,4,73.0,126,C#,Major,67,49,77,11,0,19,11,Elton John
Hold Me Closer,2,2017,11,10,4967,0,284216603.0,165,10,177.0,4,73.0,126,C#,Major,67,49,77,11,0,19,11,Britney Spears
Hold My Hand,1,2022,5,3,2528,0,238350348.0,63,8,270.0,2,105.0,148,G,Major,51,21,63,5,0,41,3,Lady Gaga
Holly Jolly Christmas,1,2011,10,14,7655,0,476244795.0,5,0,291.0,0,0.0,151,G,Major,65,70,47,87,0,9,4,Michael Bublï¿
Honest (feat. Don Toliver),2,2022,4,29,1351,0,106919680.0,26,1,17.0,0,0.0,150,G#,Minor,82,82,66,13,0,11,6,Justin Bieber
Honest (feat. Don Toliver),2,2022,4,29,1351,0,106919680.0,26,1,17.0,0,0.0,150,G#,Minor,82,82,66,13,0,11,6,Don Toliver
Hope,1,2018,3,16,3659,0,1200808494.0,11,10,267.0,0,7.0,146,A,Minor,59,23,46,66,0,15,6,XXXTENTACION
Hot Shit (feat. Ye & Lil Durk),3,2022,7,1,1601,0,85924992.0,11,0,2.0,0,0.0,157,A,Major,88,52,69,0,0,8,23,Kanye West
Hot Shit (feat. Ye & Lil Durk),3,2022,7,1,1601,0,85924992.0,11,0,2.0,0,0.0,157,A,Major,88,52,69,0,0,8,23,Lil Durk
Hot Shit (feat. Ye & Lil Durk),3,2022,7,1,1601,0,85924992.0,11,0,2.0,0,0.0,157,A,Major,88,52,69,0,0,8,23,Cardi B
House Of Memories,1,2016,1,15,2948,0,582863434.0,10,2,150.0,0,0.0,110,B,Minor,51,48,82,0,0,5,3,Panic! At The Disco
How Do I Make You Love Me?,1,2022,1,7,1915,0,119238316.0,7,47,15.0,0,0.0,121,G,Minor,80,62,51,2,0,9,8,The Weeknd
How Do I Say Goodbye,1,2022,8,5,2163,15,284785823.0,72,97,58.0,0,154.0,82,G#,Major,40,39,64,21,0,7,7,Dean Lewis
Hrs and Hrs,1,2021,11,19,1800,0,181328253.0,43,36,46.0,13,4.0,140,G#,Minor,51,66,53,60,0,11,18,Muni Long
Hummingbird (Metro Boomin & James Blake),2,2023,6,2,277,1,39666245.0,1,20,5.0,0,1.0,81,F#,Major,59,26,60,46,1,25,13,James Blake
Hummingbird (Metro Boomin & James Blake),2,2023,6,2,277,1,39666245.0,1,20,5.0,0,1.0,81,F#,Major,59,26,60,46,1,25,13,Metro Boomin
Hype Boy,1,2022,8,1,892,17,363472647.0,20,119,12.0,2,7.0,100,E,Minor,59,78,94,27,0,29,23,NewJeans
I AM,1,2023,4,10,366,15,123132751.0,16,102,7.0,0,55.0,122,E,Minor,68,38,88,1,0,8,5,IVE
I AM WOMAN,1,2021,11,18,2795,0,225259194.0,45,0,107.0,0,0.0,170,A#,Major,65,46,47,12,0,13,16,Emmy Meli
I Ain't Worried,1,2022,5,13,8431,76,1085685420.0,241,127,458.0,37,332.0,140,C#,Major,71,82,81,11,0,6,5,OneRepublic
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,1,2023,7,7,516,38,52135248.0,73,119,42.0,1,150.0,123,F#,Major,69,82,76,6,0,6,3,Taylor Swift
I Hate U,1,2021,12,3,4094,0,356709897.0,66,96,43.0,0,0.0,107,G,Minor,54,41,39,51,0,11,16,SZA
I Heard You're Married (feat. Lil Wayne),2,2022,1,7,1178,0,91656026.0,9,10,9.0,0,0.0,110,D,Major,75,85,84,10,0,31,19,The Weeknd
I Heard You're Married (feat. Lil Wayne),2,2022,1,7,1178,0,91656026.0,9,10,9.0,0,0.0,110,D,Major,75,85,84,10,0,31,19,Lil Wayne
I Know - PR1SVX Edit,2,2023,3,24,407,0,77377503.0,16,15,5.0,0,1.0,134,B,Minor,67,11,76,8,47,30,7,Kanii
I Know - PR1SVX Edit,2,2023,3,24,407,0,77377503.0,16,15,5.0,0,1.0,134,B,Minor,67,11,76,8,47,30,7,PR1ISVX
I Like You (A Happier Song) (with Doja Cat),2,2022,6,3,5281,14,609293408.0,94,21,80.0,15,38.0,101,F,Major,74,43,69,12,0,12,7,Post Malone
I Like You (A Happier Song) (with Doja Cat),2,2022,6,3,5281,14,609293408.0,94,21,80.0,15,38.0,101,F,Major,74,43,69,12,0,12,7,Doja Cat
I Love You So,1,2014,11,28,7536,7,972164968.0,44,19,135.0,0,6.0,76,A#,Major,58,46,67,65,0,13,4,The Walters
I Really Want to Stay at Your House,2,2020,12,18,668,1,140430339.0,0,0,31.0,0,2.0,125,D#,Minor,49,13,74,0,0,9,4,Rosa Walton
I Really Want to Stay at Your House,2,2020,12,18,668,1,140430339.0,0,0,31.0,0,2.0,125,D#,Minor,49,13,74,0,0,9,4,Hallie Coggins
I Tried to Tell Y'all,2,2022,5,6,1657,0,121077868.0,15,3,3.0,0,0.0,96,B,Major,71,37,52,62,0,11,36,Ugly Dray
I Tried to Tell Y'all,2,2022,5,6,1657,0,121077868.0,15,3,3.0,0,0.0,96,B,Major,71,37,52,62,0,11,36,Tesla Jnr
I WANNA BE YOUR SLAVE,1,2021,3,19,4873,0,851070493.0,65,88,434.0,3,13.0,133,C#,Major,75,96,61,0,0,18,4,Mï¿½ï¿½ne
I Wanna Be Yours,1,2013,1,1,12859,110,1297026226.0,24,98,582.0,2,73.0,135,C#,Minor,48,44,42,12,2,11,3,Arctic Monkeys
I Was Never There,2,2018,3,29,4188,15,705469769.0,30,70,142.0,0,27.0,114,A#,Major,32,17,74,14,0,17,3,The Weeknd
I Was Never There,2,2018,3,29,4188,15,705469769.0,30,70,142.0,0,27.0,114,A#,Major,32,17,74,14,0,17,3,Gesaffelstein
I Wrote The Book,1,2023,1,31,430,0,83021468.0,15,17,0.0,0,0.0,144,D,Major,68,83,81,9,0,8,4,Morgan Wallen
I'm Good (Blue),2,2022,8,26,12482,80,1109433169.0,291,184,537.0,45,727.0,128,G,Minor,56,38,97,4,0,35,4,Bebe Rexha
I'm Good (Blue),2,2022,8,26,12482,80,1109433169.0,291,184,537.0,45,727.0,128,G,Minor,56,38,97,4,0,35,4,David Guetta
I'm Not Here To Make Friends,3,2023,1,27,1890,0,103787664.0,86,1,49.0,0,9.0,115,C#,Major,70,84,90,17,0,41,6,Sam Smith
I'm Not Here To Make Friends,3,2023,1,27,1890,0,103787664.0,86,1,49.0,0,9.0,115,C#,Major,70,84,90,17,0,41,6,Calvin Harris
I'm Not Here To Make Friends,3,2023,1,27,1890,0,103787664.0,86,1,49.0,0,9.0,115,C#,Major,70,84,90,17,0,41,6,Jessie Reyez
I'm Not The Only One,1,2014,1,1,17492,3,1606986953.0,136,24,36.0,0,30.0,82,F,Major,68,50,49,56,0,8,4,Sam Smith
"I'm Tired - From ""Euphoria"" An Original HBO Series",1,2022,2,4,1888,0,121913181.0,26,1,58.0,0,0.0,71,C#,Minor,28,26,20,19,0,30,3,Labrinth
IDGAF (with blackbear),2,2022,3,18,625,0,197643795.0,10,2,13.0,0,1.0,98,F,Major,78,83,75,41,0,27,8,Blackbear
IDGAF (with blackbear),2,2022,3,18,625,0,197643795.0,10,2,13.0,0,1.0,98,F,Major,78,83,75,41,0,27,8,BoyWithUke
INDUSTRY BABY (feat. Jack Harlow),2,2021,7,23,13315,0,1814349763.0,300,47,690.0,0,2.0,150,D#,Minor,74,89,70,2,0,5,6,Jack Harlow
INDUSTRY BABY (feat. Jack Harlow),2,2021,7,23,13315,0,1814349763.0,300,47,690.0,0,2.0,150,D#,Minor,74,89,70,2,0,5,6,Lil Nas X
If We Ever Broke Up,1,2023,2,10,2040,4,165584767.0,81,27,66.0,9,444.0,116,G,Major,90,96,73,62,0,9,4,Mae Stephens
Igualito a Mi Apï¿,2,2022,12,30,265,6,158950978.0,8,84,5.0,1,4.0,145,E,Minor,76,80,81,19,0,6,9,Fuerza Regida
Igualito a Mi Apï¿,2,2022,12,30,265,6,158950978.0,8,84,5.0,1,4.0,145,E,Minor,76,80,81,19,0,6,9,Peso Pluma
In Da Club,1,2002,1,1,30427,7,1202722675.0,235,106,36.0,1,35.0,90,F#,Minor,90,79,71,26,0,7,37,50 Cent
In My Head,1,2022,4,1,1185,0,190981339.0,21,0,31.0,0,0.0,143,C#,Major,68,41,55,16,0,10,12,Lil Tjay
In The End,1,2000,10,24,25065,6,1624165576.0,63,0,36.0,2,0.0,105,D#,Minor,55,40,90,1,0,32,6,Linkin Park
In The Stars,1,2022,4,29,2224,8,382199619.0,48,40,87.0,1,210.0,78,A#,Major,36,30,54,34,0,14,5,Benson Boone
Infinity,1,2017,6,23,4375,0,888046992.0,24,0,396.0,0,0.0,122,B,Minor,67,50,67,15,0,30,4,Jaymes Young
Iris,1,1998,3,31,13101,9,1284942608.0,137,5,582.0,0,0.0,156,B,Minor,32,49,72,0,0,9,4,The Goo Goo Dolls
Is There Someone Else?,1,2022,1,7,2881,6,391251368.0,13,89,34.0,0,3.0,135,A,Minor,70,60,58,4,0,16,3,The Weeknd
It'll Be Okay,1,2021,12,1,1950,0,287201015.0,56,8,104.0,0,10.0,78,G,Major,40,7,29,62,0,9,3,Shawn Mendes
It's Beginning To Look A Lot Like Christmas,1,2011,10,14,12353,0,807561936.0,35,0,549.0,0,0.0,93,E,Major,35,38,23,91,0,29,3,Michael Bublï¿
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),3,1958,1,1,6290,0,295998468.0,89,39,158.0,0,0.0,113,G,Major,73,72,32,77,0,15,5,Perry Como
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),3,1958,1,1,6290,0,295998468.0,89,39,158.0,0,0.0,113,G,Major,73,72,32,77,0,15,5,The Fontane Sisters
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),3,1958,1,1,6290,0,295998468.0,89,39,158.0,0,0.0,113,G,Major,73,72,32,77,0,15,5,Mitchell Ayres & His Orchestra
It's the Most Wonderful Time of the Year,1,1963,10,14,8879,0,663832097.0,182,107,160.0,0,1.0,202,G,Major,24,76,60,77,0,12,4,Andy Williams
JGL,2,2022,2,18,782,9,323455692.0,15,33,6.0,1,0.0,113,G#,Major,70,97,59,55,0,27,12,Luis R Conriquez
JGL,2,2022,2,18,782,9,323455692.0,15,33,6.0,1,0.0,113,G#,Major,70,97,59,55,0,27,12,La Adictiva
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Arijit Singh
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Vishal Dadlani
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Sukriti Kakar
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Vishal-Shekhar
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Shekhar Ravjiani
Jhoome Jo Pathaan,6,2022,12,22,138,4,1365184.0,13,78,2.0,0,0.0,105,G,Major,82,62,74,10,0,33,7,Kumaar
Jimmy Cooks (feat. 21 Savage),2,2022,6,17,5871,27,618885532.0,81,121,58.0,1,34.0,163,C#,Major,54,40,67,0,0,9,17,Drake
Jimmy Cooks (feat. 21 Savage),2,2022,6,17,5871,27,618885532.0,81,121,58.0,1,34.0,163,C#,Major,54,40,67,0,0,9,17,21 Savage
Jingle Bell Rock,1,1957,1,1,10326,0,741301563.0,165,99,104.0,0,2.0,119,D,Major,74,78,37,84,0,6,3,Bobby Helms
Jingle Bells - Remastered 1999,1,1957,1,1,4326,0,178660459.0,32,3,65.0,0,0.0,175,G#,Major,51,94,34,73,0,10,5,Frank Sinatra
Jordan,1,2021,4,30,2844,2,394030335.0,29,2,35.0,1,0.0,180,A#,Minor,80,71,68,6,0,10,37,Ryan Castro
Just The Way You Are,1,2010,1,1,21106,13,1641426668.0,82,0,36.0,0,0.0,109,F,Major,63,46,85,1,0,9,5,Bruno Mars
Just Wanna Rock,1,2022,10,17,3995,13,457184829.0,72,27,47.0,0,0.0,150,B,Major,49,4,55,7,0,6,3,Lil Uzi Vert
KICK BACK,1,2022,10,12,574,4,210038833.0,38,101,26.0,0,0.0,102,C#,Major,58,29,94,0,0,9,11,Kenshi Yonezu
KU LO SA - A COLORS SHOW,1,2022,6,10,2019,8,222410722.0,117,72,107.0,1,7.0,93,A#,Minor,65,79,66,31,0,22,7,Oxlade
Kahani Suno 2.0,1,2022,5,31,162,6,156777415.0,1,10,1.0,0,1.0,140,B,Major,58,26,38,91,0,10,4,Kaifi Khalil
Karma,1,2022,10,21,3818,23,404562836.0,37,55,32.0,0,272.0,90,G#,Major,64,10,62,7,0,48,7,Taylor Swift
Karma (feat. Ice Spice),2,2023,5,26,588,0,46142772.0,23,21,31.0,0,0.0,90,G#,Major,62,7,62,6,0,58,6,Taylor Swift
Karma (feat. Ice Spice),2,2023,5,26,588,0,46142772.0,23,21,31.0,0,0.0,90,G#,Major,62,7,62,6,0,58,6,Ice Spice
Keep Driving,1,2022,5,20,2094,1,236060709.0,8,1,18.0,0,0.0,165,A,Major,72,90,48,32,0,18,23,Harry Styles
"Kesariya (From ""Brahmastra"")",3,2022,7,17,292,6,366599607.0,26,98,4.0,0,0.0,94,C#,Major,58,44,57,57,0,10,3,Pritam
"Kesariya (From ""Brahmastra"")",3,2022,7,17,292,6,366599607.0,26,98,4.0,0,0.0,94,C#,Major,58,44,57,57,0,10,3,Arijit Singh
"Kesariya (From ""Brahmastra"")",3,2022,7,17,292,6,366599607.0,26,98,4.0,0,0.0,94,C#,Major,58,44,57,57,0,10,3,Amitabh Bhattacharya
Kill Bill,1,2022,12,8,8109,77,1163093654.0,183,162,161.0,12,187.0,89,G#,Major,64,43,73,5,17,16,4,SZA
Kiss Me More (feat. SZA),2,2021,4,9,15867,0,1575467011.0,382,65,497.0,0,12.0,111,G#,Major,77,74,66,30,0,13,3,SZA
Kiss Me More (feat. SZA),2,2021,4,9,15867,0,1575467011.0,382,65,497.0,0,12.0,111,G#,Major,77,74,66,30,0,13,3,Doja Cat
Knife Talk (with 21 Savage ft. Project Pat),3,2021,9,3,5199,0,594482982.0,45,43,45.0,0,3.0,146,F,Minor,85,22,37,13,0,7,30,Drake
Knife Talk (with 21 Savage ft. Project Pat),3,2021,9,3,5199,0,594482982.0,45,43,45.0,0,3.0,146,F,Minor,85,22,37,13,0,7,30,Project Pat
Knife Talk (with 21 Savage ft. Project Pat),3,2021,9,3,5199,0,594482982.0,45,43,45.0,0,3.0,146,F,Minor,85,22,37,13,0,7,30,21 Savage
Komang,1,2022,8,16,158,4,137123880.0,5,6,1.0,1,18.0,134,G,Major,70,35,41,41,0,10,3,Raim Laode
